r_bookID|r_title|r_avgbookrating
7551|The Acme Novelty Library #17|4.35
7552|The Acme Novelty Library|4.31
7554|The Acme Novelty Datebook  Vol. 1  1986-1995|4.17
7556|Quimby The Mouse|4.09
7559|Candide: or  Optimism|3.77
7572|Even Cowgirls Get the Blues|3.76
7577|Even Cowgirls Get the Blues & My Own Private Idaho|3.76
7579|Awakening the Buddha Within: Eight Steps to Enlightenment|4.19
7580|Iran Awakening: A Memoir of Revolution and Hope|4.14
7581|The Book of Awakening: Having the Life You Want by Being Present to the Life You Have|4.31
7582|Awakening Intuition: Using Your Mind-Body Network for Insight and Healing|3.93
7584|The Grace Awakening: Believing in Grace Is One Thing. Living it Is Another|4.33
7585|Spring's Awakening|3.80
7586|Awakening at Midlife: A Guide to Reviving Your Spirit  Recreating Your Life  and Returning to Your Truest Self|3.99
7588|A Portrait of the Artist as a Young Man|3.61
7590|A Portrait of the Artist As a Young Man|3.61
7591|A Portrait of the Artist as a Young Man|3.61
7592|A Portrait of the Artist as a Young Man|3.61
7596|Vincent Van Gogh: Portrait of an Artist|3.94
7598|A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude|4.11
7599|One Hundred Years of Solitude|4.07
7600|One Hundred Years Of Solitude|4.07
7603|Reading Lolita in Tehran: A Memoir in Books|3.61
7606|The Annotated Lolita|4.28
7608|Lolita|3.89
7609|Nacho and Lolita|3.97
7610|Reading Lolita in Tehran|3.61
7611|sex.lies.murder.fame.|3.79
7613|Animal Farm|3.93
7615|Farm Animals (A Chunky Book)|3.86
7624|Lord of the Flies|3.68
7633|Good Soldier Svejk And His Fortunes In The World|4.11
7637|The Good Soldier|3.72
7656|Fahrenheit 451|3.99
7661|Next|3.50
7662|Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery|4.06
7663|A Case of Need|3.72
7664|A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead|3.99
7665|Travels|3.95
7668|Rising Sun|3.63
7670|The Andromeda Strain (Andromeda  #1)|3.89
7672|Congo|3.59
7673|Eaters of the Dead|3.67
7674|The Michael Crichton Collection: Airframe / The Lost World / Timeline|4.16
7677|Jurassic Park (Jurassic Park  #1)|4.02
7679|The Terminal Man|3.36
7681|Five Patients|3.48
7684|Twister|3.63
7687|Peter Pan and Other Plays|3.97
7694|Management Information Systems: Managing the Digital Firm|3.50
7695|Holy the Firm|4.22
7697|Persian Mirrors: The Elusive Face of Iran|3.82
7700|Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion|3.94
7707|Pygmalion & My Fair Lady|4.26
7708|Saint Joan/Major Barbara/Androcles and the Lion|3.67
7714|Pygmalion|3.90
7716|Plays Pleasant|3.90
7717|The Metamorphosis|3.79
7718|The Metamorphosis (Graphic Novel Adaptation)|3.79
7721|The Metamorphosis|3.81
7723|The Metamorphosis and Other Stories|4.03
7724|The Metamorphosis and Other Stories|4.03
7731|Antigone's Claim: Kinship Between Life and Death|3.76
7733|Gulliver's Travels|3.57
7734|Gulliver's Travels|3.57
7737|Gulliver's Travels|3.57
7739|Gulliver's Travels|3.35
7740|Gulliver's Travels|3.97
7741|Gulliver's Travels|3.57
7742|Ahab's Wife  or The Star-Gazer|4.03
7747|Fear and Loathing in Las Vegas|4.08
7748|Fear and Loathing on the Campaign Trail '72|4.12
7749|Fear and Loathing in Las Vegas|4.08
7752|Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976|4.08
7757|Cliffsnotes on Beckett's Waiting for Godot and Other Plays|3.67
7763|The Joy Luck Club|3.92
7769|Dr. Seuss's ABC|4.08
7772|Dr. Seuss's Sleep Book|4.17
7775|Happy Birthday to You!|4.13
7777|McElligot's Pool|4.06
7778|The Cat in the Hat|4.17
7779|Horton Hears a Who!|4.18
7781|The 500 Hats of Bartholomew Cubbins|4.04
7783|Oh Say Can You Say?|4.01
7784|The Lorax|4.35
7785|I Can Read With My Eyes Shut!|4.20
7786|¡Horton escucha a quién!|4.18
7788|The Cat in the Hat and Other Dr. Seuss Favorites|4.42
7789|Daisy-Head Mayzie|3.87
7791|Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel|4.16
7793|Dr. Seuss's ABC (Book & CD)|4.08
7796|Cattus Petasatus: The Cat in the Hat in Latin|4.17
7797|Ten Apples Up On Top!|4.12
7803|The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods|3.95
7805|Pale Fire|4.15
7806|Nabokov's Pale Fire: The Magic of Artistic Discovery|4.22
7807|Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay|4.41
7811|A Friend of the Earth|3.67
7815|The Year of Magical Thinking|3.89
7821|Seduction and Betrayal: Women and Literature|4.01
7830|After Henry|3.83
7838|O Ano do Pensamento Mágico|3.89
7841|Another Day in Paradise: The Fourth Sherman's Lagoon Collection|4.35
7842|Another Day in Cubicle Paradise|4.01
7845|Moby Dick|3.50
7847|Moby-Dick|3.50
7848|Moby-Dick; or  The Whale|3.50
7849|Moby Dick  or The Whale|3.50
7850|The Girl in the Flammable Skirt|3.88
7855|Planet of Slums|3.92
7859|Late Victorian Holocausts: El Niño Famines and the Making of the Third World|4.11
7861|No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border|4.08
7865|Days Between Stations|4.00
7869|The Bourne Identity (Jason Bourne  #1)|4.02
7881|Little Plum|4.22
7890|Betsy's Wedding (Betsy-Tacy  #10)|4.31
7891|Betsy and the Great World (Betsy-Tacy  #9)|4.14
7894|Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3)|4.18
7895|Maud Hart Lovelace's Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series|4.29
7896|Early Candlelight|3.69
7898|Betsy and Joe (Betsy-Tacy  #8)|4.31
7901|Betsy Was a Junior (Betsy-Tacy  #7)|4.17
7905|Betsy and Tacy Go Downtown (Betsy-Tacy  #4)|4.21
7906|Emily of Deep Valley (Deep Valley  #2)|4.23
7909|Betsy-Tacy (Betsy-Tacy  #1)|4.07
7911|Five Little Peppers and How They Grew (Five Little Peppers  #1)|4.03
7914|Five Little Peppers at School|3.92
7924|All-of-a-Kind Family Uptown (All-of-a-Kind-Family  #4)|4.28
7926|All-of-a-Kind Family (All-of-a-Kind-Family  #1)|4.22
7938|Winter Cottage|4.15
7946|Eddie's Valuable Property|4.09
7955|Empire (Empire  #1)|3.43
7956|Treason|3.90
7957|First Meetings in Ender's Universe (Ender's Saga  #0.5)|3.84
7958|Sarah (Women of Genesis  #1)|3.88
7959|Rachel & Leah (Women of Genesis  #3)|3.85
7960|How to Write Science Fiction and Fantasy|3.90
7961|Saints|3.54
7965|Homebody|3.39
7966|Rebekah (Women of Genesis  #2)|3.84
7967|Speaker for the Dead (Ender's Saga  #2)|4.07
7968|Red Prophet (Tales of Alvin Maker  #2)|3.79
7971|The Call of Earth (Homecoming  #2)|3.58
7972|Shadow of the Hegemon (Shadow  #2)|3.95
7973|Enchantment|3.90
7974|Voyage of Slaves (Flying Dutchman  #3)|4.13
7975|High Rhulain (Redwall  #18)|4.12
7983|Salamandastron (Redwall  #5)|4.07
7987|The Legend of Luke (Redwall  #12)|4.00
7996|Redwall (Redwall  #1)|4.12
7997|Castaways of the Flying Dutchman (Flying Dutchman  #1)|3.98
7998|Outcast of Redwall (Redwall  #8)|3.92
8001|Triss (Redwall  #15)|3.99
8004|A Redwall Winter's Tale|4.13
8012|Mr. Impossible|3.95
8013|Mr. Christmas|3.65
8014|Mr. Bump|4.03
8019|Little Miss Birthday|4.02
8021|Little Miss Lucky|3.82
8023|Mr. Happy|3.98
8032|Mr. Jelly and the Pirates|3.82
8044|Grandma Baa (Easy Peasy People)|4.12
8048|Bill Buzz|4.67
8051|Gary Grizzle|4.33
8053|Charlie Oink|4.33
8060|Madame Je-Sais-Tout|3.77
8062|The Poppy Seed Cakes|4.37
8073|Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1)|4.16
8074|The Wind Thief|3.80
8077|Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD|4.11
8084|Beauty|4.05
8086|A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3)|4.39
8087|Deerskin|3.89
8088|Sunshine|3.85
8089|Rose Daughter|3.77
8091|The Door in the Hedge|3.68
8093|The Stone Fey|3.36
8127|Anne of Green Gables (Anne of Green Gables  #1)|4.25
8134|Anne of Green Gables|4.25
8137|The Road to Yesterday (Anne of Green Gables  #9)|3.84
8141|Anne of Avonlea|4.23
8146|The Stories of Vladimir Nabokov|4.30
8147|The Gift|4.00
8148|Lectures on Literature|4.34
8149|Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory|4.36
8150|The American Years|4.33
8151|Laughter in the Dark|3.97
8153|The Luzhin Defense|3.95
8155|A Woman of Substance (Emma Harte Saga #1)|4.18
8162|The Ravenscar Dynasty (Ravenscar  #1)|3.63
8174|Dark Birthright|3.63
8178|Birthright (Diablo: The Sin War  #1)|3.74
8196|Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder|4.30
8197|Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1)|3.99
8199|Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2)|3.92
8200|A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America|4.13
8202|Laura Ingalls Wilder: A Biography|4.20
8203|West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11)|3.84
8204|The Laura Ingalls Wilder Country Cookbook|4.09
8205|Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3)|3.98
8206|The Laughing Jesus: Religious Lies and Gnostic Wisdom|3.96
8213|The Erotic Phenomenon|4.03
8214|The Phenomenon of Life: Toward a Philosophical Biology|4.24
8218|Down to the Bonny Glen (Little House: The Martha Years  #3)|4.15
8221|Laura: The Life of Laura Ingalls Wilder|4.12
8227|Winter Days in the Big Woods|4.28
8228|The First Four Years (Little House  #9)|3.89
8230|Winter on the Farm|4.15
8233|Summertime in the Big Woods|4.18
8244|Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years|4.05
8246|Laura Ingalls Wilder's Fairy Poems|3.99
8247|Constructing the Little House: Gender  Culture  and Laura Ingalls Wilder|3.70
8249|These Happy Golden Years (Little House  #8)|4.19
8252|Farmer Boy (Little House  #2)|4.07
8253|Little Town on the Prairie  (Little House  #7)|4.19
8254|Christmas Stories (Little House Chapter Books: Laura  #10)|4.21
8255|My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's|4.03
8256|Christmas in the Big Woods|4.20
8282|The Long Winter (Little House  #6)|4.14
8285|A Little House Birthday|4.14
8290|The Deer in the Wood|4.17
8296|The First Four Years  (Little House  #9)|3.89
8298|The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories|4.15
8322|Little House on the Prairie (Little House  #3)|4.19
8335|Let the Hurricane Roar|3.96
8337|Little House in the Big Woods (Little House  #1)|4.18
8359|Flowers (Eyewitness Explorers)|3.85
8362|Animal: The Definitive Visual Guide to the World's Wildlife|4.51
8370|The Making Of Disney's Animal Kingdom Theme Park|4.32
8373|El Reino Animal|3.69
8417|Tree (Eyewitness Books)|4.02
8428|Insects & Spiders|4.50
8486|The Prophet of Yonwood|3.27
8489|Muhammad: A Prophet for Our Time|4.08
8492|Prophet|3.94
8494|Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality)|4.21
8495|Hailstones and Halibut Bones|4.31
8499|The Second Sex|4.12
8500|The Second Sex|4.12
8501|The Church and the Second Sex|3.84
8506|Thomas Jefferson (Oxford Portraits)|4.01
8508|The Jefferson Bible: The Life and Morals of Jesus of Nazareth|3.82
8510|Who Was Thomas Jefferson?|4.07
8515|The Man Who Listens to Horses|4.12
8520|Under Orders (Sid Halley  #4)|3.87
8522|For Kicks|4.00
8523|Forfeit|3.94
8525|Dead Cert|3.97
8528|Rat Race|3.98
8529|Reflex|4.07
8532|Decider|3.99
8533|Slay Ride|3.82
8536|Bonecrack|4.00
8537|Nerve|4.04
8538|Break In (Kit Fielding  #1)|4.05
8540|Blood Sport|3.89
8541|Straight|4.05
8542|10 lb Penalty|3.90
8544|Trial Run|3.83
8545|Wild Horses|3.91
8546|Field of Thirteen|3.73
8548|Driving Force|3.96
8551|Flying Finish|3.97
8552|Bolt (Kit Fielding  #2)|4.04
8557|Come to Grief (Sid Halley  #3)|4.01
8559|Enquiry|3.96
8568|Odds Against (Sid Halley  #1)|4.06
8572|Banker|4.06
8574|Whip Hand (Sid Halley  #2)|4.10
8581|A Jockey's Life: The Biography of Lester Piggott|3.59
8582|The Dick Francis Treasury of Great Racing Stories|3.79
8583|Come to Grief / Decider / Wild Horses|4.09
8586|Odds Against|4.06
8598|Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!|4.15
8601|Talk to the Hand: The Utter Bloody Rudeness of Everyday Life|3.33
8614|The Spice and Herb Bible|4.25
8627|Master and Commander (Aubrey/Maturin   #1)|4.10
8628|The Making of Master and Commander: The Far Side of the World|3.97
8630|The Ionian Mission (Aubrey/Maturin  #8)|4.32
8632|Her Master and Commander (Just Ask Reeves  #1)|3.80
8643|Strange Sounds: Music  Technology & Culture|3.77
8645|Stanley Park|3.57
8646|Crow Lake|3.88
8648|Xenocide (Ender's Saga  #3)|3.79
8656|The Life of Sir Arthur Conan Doyle|4.01
8660|The Lost World (TV Tie-in)|3.92
8661|Las aventuras de Sherlock Holmes|4.33
8675|Wild Ducks Flying Backward|3.55
8676|Unlimited Power: The New Science Of Personal Achievement|4.23
8677|Robbins and Cotran Review of Pathology|4.33
8680|Fierce Invalids Home from Hot Climates|4.03
8682|Jitterbug Perfume|4.25
8694|Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3)|4.20
8698|So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4)|4.09
8703|The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2)|4.22
8704|Starship Titanic|3.60
8706|The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1)|4.22
8710|The Illustrated Hitchhiker's Guide To The Galaxy|4.35
8712|Margaret Atwood: The Handmaid's Tale|4.27
8713|Point to Point Navigation|3.70
8714|An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It|3.77
8715|Palimpsest|3.99
8716|Lincoln|4.21
8722|Burr|4.07
8725|Comfort Me with Apples: More Adventures at the Table|4.04
8726|Comfort Me With Apples|4.04
8737|The Last Temptation of Christ|4.16
8738|Her Last Temptation|3.59
8741|The Last Temptation (Tony Hill & Carol Jordan  #3)|4.01
8742|The Last Temptation|4.16
8744|Desert Dawn|3.83
8745|Desert Flower|4.15
8746|Desert Children|3.71
8750|L'Aube du désert|3.83
8758|The Beach|3.84
8761|The Weekenders: Travels in the Heart of Africa|3.16
8765|I Feel Bad About My Neck: And Other Thoughts on Being a Woman|3.69
8766|Feel the Fear . . . and Do It Anyway|4.03
8767|Touch & Feel: Animals Boxed Set|4.04
8768|Today I Feel Silly  Other Moods That Make My Day|4.16
8770|My First Word Touch and Feel|3.79
8771|When I Feel Angry|3.98
8773|Violet's House: A Giant Touch-and-Feel Book (Baby Einstein)|4.00
8787|The White Masai|3.45
8797|The Story of a Seagull and the Cat Who Taught Her to Fly|4.14
8799|Ahora sabréis lo que es correr|3.63
8801|The Burgess Bird Book for Children|4.31
8804|The Burgess Animal Book for Children|4.26
8808|The Adventures of Jimmy Skunk|4.14
8809|The Wanting Seed|3.71
8810|A Clockwork Orange|3.99
8811|A Clockwork Orange|3.99
8813|Clockwork Orange|3.99
8814|A Clockwork Orange (Stage Play)|3.84
8818|One Hand Clapping|3.82
8820|The Doctor is Sick|3.62
8822|Earthly Powers|4.16
8829|Past Mortem|3.75
8834|This Other Eden|3.72
8840|Saint-Exupéry|4.02
8848|Le Petit Prince|4.31
8852|Macbeth|3.90
8853|Macbeth|3.90
8856|Death of a Scriptwriter (Hamish Macbeth  #14)|3.79
8858|Death of a Poison Pen (Hamish Macbeth  #19)|3.83
8859|Death of an Outsider (Hamish Macbeth  #3)|3.83
8860|Cliffs Notes on Shakespeare's Macbeth|3.59
8861|Death of an Addict (Hamish Macbeth  #15)|3.80
8862|A Year in the Life of William Shakespeare: 1599|4.09
8865|Who Was William Shakespeare?|4.05
8875|Planet of the Apes|3.95
8879|Planet of the Apes: Colony|3.62
8880|Planet of the Apes  Volume 1: Old Gods|2.62
8881|Planet of the Apes: The Fall|2.92
8889|Return to the Planet of the Apes #2: Escape from Terror Lagoon|3.00
8891|Return to the Planet of the Apes:  Visions from Nowhere|3.33
8895|Planet of the Apes: The Human War|3.28
8901|Battle for the Planet of the Apes|3.66
8908|World War Z: An Oral History of the Zombie War|4.01
8909|The War of the Worlds|3.82
8910|The Second World War: A Complete History|4.20
8915|A Short History of World War II|3.95
8916|The Complete Science Fiction Treasury of H.G. Wells|4.14
8917|Best Science Fiction Stories of H. G. Wells|3.84
8919|The Invisible Man|3.64
8921|The Hound of the Baskervilles|4.11
8922|The Hound of the Baskervilles (Sherlock Holmes  #5)|4.11
8924|The Hound of the Baskervilles|4.11
8927|Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics)|4.51
8930|Jamie's Italy|4.01
8931|Jamie's Dinners: The Essential Family Cookbook|4.07
8951|The Lake of Souls (Cirque du Freak #10)|4.18
8953|Freak the Mighty (Freak The Mighty  #1)|4.01
8954|Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players|3.82
8960|Vampire Mountain (Cirque Du Freak  #4)|4.16
8964|Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1)|4.21
8967|Trials of Death (Cirque Du Freak  #5)|4.25
8969|Sister Freaks: Stories of Women Who Gave Up Everything for God|4.12
8971|Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories|3.17
8974|Freak Show: Presenting Human Oddities for Amusement and Profit|3.88
8976|Live Like a Jesus Freak: Spend Today as If It Were Your Last|4.06
8978|Freaks!: How to Draw Fantastic Fantasy Creatures|4.06
8988|Jesus Freaks|3.69
8991|Category: Freaks  Vol. 1 (Category: Freaks  #1)|3.55
9005|Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws|4.03
9006|Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems|3.72
